swadesh.language,swadesh.english,HScollapsed,poabodypartmerge,swadesh.twohands,swadesh.pmv
Italian,sister,y0,Hand,false,Z_front
Italian,sit,n2,Horizontal,false,Y_down
Italian,smooth,y4,Hand,false,X_left
Italian,snake,n1,Horizontal,false,Z_front
Italian,snow,y4,Horizontal,true,Y_down
Italian,stand,n2,Lateral,true,Y_down
Italian,star,y1,Vertical,true,Y_up
Italian,stone,y0,Hand,false,Y_down
Italian,string,n1,Vertical,true,Y_down
Italian,sun,y1,Head,true,Z_back
Italian,thin,n1,Vertical,false,Y_down
Italian,tree,y1,Lateral,true,Y_up
Italian,vomit,n4,Head,false,Y_down
Italian,warm,n4,Head,false,Z_back
Italian,water,y4,Head,false,Y_down
Italian,wet,y4,Head,false,Y_down
Italian,what,y4,Horizontal,true,X_right
Italian,when,n1,Lateral,true,Y_down
Italian,where,n2,Horizontal,false,UNDEF
Italian,white,y4,Head,false,Y_up
Italian,who,y1,Head,false,UNDEF
Italian,wide,y1,Lateral,true,X_left
Italian,wife,y1,Hand,false,X_right
Italian,wind,y2,Lateral,true,X_right
Italian,with,y1,Vertical,false,Z_front
Italian,woman,y4,Head,false,UNDEF
Italian,wood,y0,Arm,false,Z_back
Italian,work,n0,Hand,false,Y_down
Italian,worm,n1,Horizontal,false,X_right
Italian,year,y0,Hand,false,X_left
Italian,yellow,n1,Head,false,Z_back
Polish,animal,n4,Hand,true,Y_down
Polish,bad,y1,Head,false,UNDEF
Polish,because,y4,Vertical,false,UNDEF
Polish,bird,y4,Vertical,true,UNDEF
Polish,black,y4,Head,false,Y_down
Polish,blood,y1,Arm,false,Y_down
Polish,boring,n1,Hand,false,Z_back
Polish,brother,n1,Head,false,Z_front
Polish,bug,n1,Hand,false,X_left
Polish,cat,y1,Head,true,X_right
Polish,child,y1,Horizontal,false,Y_down
Polish,correct,y1,Vertical,true,Z_front
Polish,count,y4,Vertical,true,Y_down
Polish,dance,n2,Hand,false,UNDEF
Polish,die,n4,Hand,false,Z_front
Polish,dirty,y4,Hand,false,Z_front
Polish,dog,n4,Hand,false,Z_back
Polish,dry,y1,Lateral,true,X_left
Polish,dust,n2,Horizontal,true,Y_up
Polish,earth,y4,Horizontal,true,Z_front
Polish,egg,y1,Lateral,true,UNDEF
Polish,father,n2,Head,false,Y_down
Polish,fire,y4,Horizontal,true,Y_up
Polish,fish,n2,Horizontal,false,UNDEF
Polish,flower,y4,Head,false,UNDEF
Polish,good,y1,Head,false,Z_front
Polish,grass,y0,Head,false,Y_down
Polish,grease,y1,Horizontal,false,UNDEF
Polish,green,y0,Head,false,Y_down
Polish,heavy,n0,Horizontal,true,Y_down
Polish,how,n1,Vertical,false,UNDEF
Polish,husband,n1,Head,false,Z_back
Polish,ice,n1,Head,false,UNDEF
Polish,if,n1,Lateral,true,Y_down
Polish,kill,y1,Hand,false,Y_down
Polish,laugh,y4,Head,true,UNDEF
Polish,leaf,y1,Hand,false,X_right
Polish,lie,y1,Head,false,UNDEF
Polish,live,y4,Hand,true,Z_back
Polish,long,n1,Hand,false,Y_down
Polish,look_for,n2,Head,true,Y_down
Polish,man,n1,Head,false,Z_front
Polish,meat,y1,Hand,false,X_left
Polish,moon,y4,Head,false,X_right
Polish,mother,n2,Head,false,Z_back
Polish,mountain,n4,Vertical,true,Y_down
Polish,name,y1,Arm,false,UNDEF
Polish,narrow,y1,Horizontal,true,Y_up
Polish,new,n4,Hand,false,Y_up
Polish,night,n4,Head,false,Y_down
Polish,not,y4,Vertical,false,UNDEF
Polish,old,n0,Head,false,UNDEF
Polish,other,y1,Lateral,true,UNDEF
Polish,person,n1,Hand,true,Y_down
Polish,pig,y1,Head,false,Y_down
Polish,play,y0,Lateral,true,X_left
Polish,rain,y4,Horizontal,true,Y_down
Polish,red,n1,Head,false,X_right
Polish,river,y4,Horizontal,true,Z_front
Polish,salt,y4,Horizontal,false,Z_front
Polish,sea,y4,Head,false,UNDEF
Polish,sharp,n1,Hand,false,X_right
Polish,short,n1,Horizontal,true,X_right
Polish,singing,y1,Head,true,Z_front
Polish,sister,y1,Head,false,Z_back
Polish,sit,y1,Horizontal,true,Y_down
Polish,smooth,y4,Hand,false,X_right
Polish,snake,n2,Head,false,Z_back
Polish,snow,y4,Lateral,true,X_right
Polish,stand,y4,Lateral,true,Y_down
Polish,star,n0,Horizontal,true,Y_down
Polish,stone,n0,Hand,false,Y_down
Polish,string,y1,Lateral,true,X_right
Polish,sun,n2,Hand,false,Y_down
Polish,tail,n1,Hand,false,Y_down
Polish,thin,y1,Head,true,Y_down
Polish,tree,n4,Arm,false,Z_back
Polish,vomit,n2,Head,true,Y_down
Polish,warm,n4,Head,false,Y_down
Polish,water,y4,Hand,false,X_left
Polish,wet,y4,Horizontal,false,UNDEF
Polish,what,y1,Horizontal,false,UNDEF
Polish,when,n2,Vertical,false,Z_back
Polish,where,y4,Horizontal,true,X_left
Polish,white,n4,Hand,false,UNDEF
Polish,who,y2,Lateral,false,UNDEF
Polish,wide,y4,Lateral,true,X_right
Polish,wife,y1,Head,false,Z_back
Polish,wind,n4,Lateral,true,Z_front
Polish,with,y4,Lateral,true,UNDEF
Polish,woman,y1,Head,false,Z_back
Polish,wood,n4,Arm,false,Z_back
Polish,work,n0,Hand,false,Y_down
Polish,worm,n1,Arm,false,X_left
Polish,year,y0,Vertical,true,Z_front
Polish,yellow,y1,Lateral,false,UNDEF
Icelandic,all,y4,Lateral,true,X_left
Icelandic,animal,y2,Horizontal,true,Z_front
Icelandic,bad,y4,Head,false,Y_down
Icelandic,because,y4,Torso,false,UNDEF
Icelandic,bird,y1,Head,false,UNDEF
Icelandic,black,y4,Head,false,Y_down
Icelandic,blood,n4,Head,false,X_right
Icelandic,boring,y4,Vertical,true,Y_down
Icelandic,brother,n1,Lateral,true,X_left
Icelandic,bug,n2,Vertical,false,X_left
Icelandic,cat,y1,Head,false,X_right
Icelandic,child,y4,Horizontal,true,X_left
Icelandic,correct,y4,Hand,false,Y_down
Icelandic,count,n1,Hand,false,Y_down
Icelandic,dance,n4,Vertical,true,Z_front
Icelandic,day,y4,Torso,true,Y_up
Icelandic,dirty,n0,Head,false,Y_down
Icelandic,dog,n4,Head,false,Y_down
Icelandic,dry,y4,Hand,false,Z_back
Icelandic,dust,y4,Horizontal,false,X_left
Icelandic,earth,n4,Lateral,true,Y_down
Icelandic,egg,n2,Hand,false,UNDEF
Icelandic,father,n1,Head,false,Y_down
Icelandic,feather,y1,Hand,false,Y_up
Icelandic,fire,y4,Horizontal,true,Y_up
Icelandic,fish,y4,Horizontal,false,X_left
Icelandic,flower,y4,Hand,false,Y_up
Icelandic,full,y4,Hand,false,X_left
Icelandic,good,n4,Head,false,Y_down
Icelandic,grass,y4,Vertical,false,Z_front
Icelandic,grease,y4,Hand,false,X_right
Icelandic,green,y4,Hand,false,X_left
Icelandic,heavy,n0,Horizontal,true,Y_down
Icelandic,how,n1,Hand,false,Z_front
Icelandic,husband,y4,Hand,false,Y_down
Icelandic,ice,y4,Head,false,UNDEF
Icelandic,if,n1,Head,false,Z_front
Icelandic,laugh,y1,Head,false,Y_up
Icelandic,leaf,y1,Hand,false,X_right
Icelandic,lie,n1,Head,false,UNDEF
Icelandic,live,y1,Head,false,Z_back
Icelandic,long,y4,Arm,false,X_right
Icelandic,look_for,n2,Head,true,X_left
Icelandic,man,y4,Head,false,Z_front
Icelandic,meat,y1,Vertical,true,Z_front
Icelandic,moon,y1,Vertical,false,Y_down
Icelandic,mother,n1,Head,false,X_right
Icelandic,mountain,y4,Lateral,true,Y_down
Icelandic,name,n2,Hand,false,X_right
Icelandic,narrow,y4,Hand,false,UNDEF
Icelandic,new,y1,Head,false,Y_up
Icelandic,night,y4,Head,true,Y_down
Icelandic,not,y0,Vertical,false,UNDEF
Icelandic,old,n1,Head,false,Y_down
Icelandic,person,y4,Head,false,UNDEF
Icelandic,pig,y4,Head,false,Y_up
Icelandic,play,y0,Lateral,true,Z_front
Icelandic,rain,y4,Horizontal,true,UNDEF
Icelandic,red,n1,Head,false,X_right
Icelandic,river,y1,Hand,false,Z_front
Icelandic,salt,y4,Head,false,UNDEF
Icelandic,sea,y4,Horizontal,true,X_right
Icelandic,short,n1,Lateral,true,X_left
Icelandic,sister,n1,Lateral,true,X_left
Icelandic,smooth,y4,Lateral,true,X_right
Icelandic,snake,n0,Head,false,Z_front
Icelandic,snow,y4,Vertical,true,Y_down
Icelandic,stand,y4,Horizontal,true,Y_down
Icelandic,star,y4,Vertical,false,Z_front
Icelandic,stone,y4,Hand,false,UNDEF
Icelandic,string,y4,Lateral,true,X_right
Icelandic,sun,n1,Vertical,false,UNDEF
Icelandic,thin,y1,Hand,false,Z_front
Icelandic,tree,y4,Hand,false,UNDEF
Icelandic,vomit,n1,Head,false,Y_down
Icelandic,warm,y4,Head,false,Y_down
Icelandic,water,y4,Hand,false,UNDEF
Icelandic,wet,n1,Hand,false,Z_back
Icelandic,what,n1,Vertical,false,UNDEF
Icelandic,when,y4,Head,false,UNDEF
Icelandic,where,y4,Horizontal,true,X_left
Icelandic,white,n4,Hand,false,Y_down
Icelandic,who,n1,Vertical,false,UNDEF
Icelandic,wide,y1,Lateral,true,X_left
Icelandic,wife,y1,Hand,false,Y_down
Icelandic,wind,n4,Head,false,X_left
Icelandic,with,n4,Torso,false,Z_back
Icelandic,woman,n4,Hand,false,Y_down
Icelandic,wood,y1,Lateral,true,X_right
Icelandic,work,n0,Hand,false,Y_down
Icelandic,worm,n1,Horizontal,false,X_left
Icelandic,year,y0,Horizontal,false,Y_down
Icelandic,yellow,y1,Hand,false,UNDEF
Austrian,all,y4,Horizontal,false,X_right
Austrian,animal,n1,Head,false,Y_down
Austrian,bad,y4,Vertical,false,UNDEF
Austrian,because,n1,Head,false,Y_down
Austrian,bird,y1,Head,false,UNDEF
Austrian,black,y4,Head,false,Y_down
Austrian,blood,y4,Head,false,Y_down
Austrian,boring,y0,Head,false,X_left
Austrian,brother,n1,Hand,false,Z_front
Austrian,cat,y1,Head,true,X_right
Austrian,child,y4,Horizontal,false,Y_down
Austrian,correct,n2,Hand,false,Y_down
Austrian,count,y0,Vertical,true,Y_down
Austrian,dance,y1,Horizontal,true,Z_front
Austrian,day,y1,Vertical,false,Y_up
Austrian,dirty,y4,Hand,false,Z_back
Austrian,dog,y4,Head,false,UNDEF
Austrian,dry,y4,Lateral,true,X_right
Austrian,dust,y4,Horizontal,false,X_right
Austrian,earth,y4,Lateral,true,Y_down
Austrian,egg,y1,Head,false,Z_back
Austrian,father,n2,Head,false,Y_up
Austrian,feather,y1,Hand,false,UNDEF
Austrian,fire,y4,Horizontal,true,Y_up
Austrian,fish,y4,Horizontal,false,Z_front
Austrian,flower,y4,Head,false,UNDEF
Austrian,full,n2,Horizontal,true,X_right
Austrian,good,y1,Vertical,false,Z_front
Austrian,grass,n4,Lateral,true,Y_up
Austrian,grease,y4,Lateral,true,X_right
Austrian,green,y0,Head,false,Y_down
Austrian,heavy,n0,Horizontal,true,Y_up
Austrian,how,y1,Lateral,true,X_right
Austrian,husband,y4,Horizontal,true,Y_down
Austrian,ice,n1,Hand,false,X_right
Austrian,if,n2,Hand,false,Y_down
Austrian,laugh,y4,Hand,true,Z_back
Austrian,leaf,n1,Vertical,true,Y_down
Austrian,lie,n1,Head,false,X_left
Austrian,live,y1,Torso,true,Y_up
Austrian,long,y4,Lateral,true,X_right
Austrian,look_for,n2,Vertical,true,Y_up
Austrian,man,n4,Head,false,Y_down
Austrian,meat,y4,Hand,false,Y_up
Austrian,moon,y1,Vertical,false,Y_down
Austrian,mother,n2,Head,false,X_left
Austrian,mountain,y4,Hand,false,X_right
Austrian,name,n2,Hand,false,X_right
Austrian,narrow,y0,Lateral,true,X_left
Austrian,new,y4,Hand,false,Y_up
Austrian,night,n2,Head,false,X_right
Austrian,not,n1,Vertical,false,UNDEF
Austrian,old,y1,Head,false,Y_down
Austrian,person,y1,Horizontal,false,Y_down
Austrian,pig,n1,Head,false,UNDEF
Austrian,play,y4,Horizontal,false,Y_up
Austrian,rain,y4,Horizontal,false,Y_down
Austrian,red,n1,Head,false,X_left
Austrian,river,y4,Horizontal,true,Z_front
Austrian,salt,y1,Horizontal,false,Z_front
Austrian,sea,y4,Hand,false,Z_front
Austrian,short,n2,Lateral,true,X_left
Austrian,sister,n1,Hand,false,Z_front
Austrian,smooth,y1,Hand,false,X_right
Austrian,snake,n1,Horizontal,false,Z_front
Austrian,snow,y4,Vertical,true,Y_down
Austrian,stand,y4,Vertical,true,X_right
Austrian,star,n1,Vertical,true,Y_down
Austrian,stone,n0,Hand,false,Y_down
Austrian,string,y1,Lateral,true,X_right
Austrian,sun,n0,Lateral,false,X_left
Austrian,tail,y4,Hand,false,Y_up
Austrian,thin,n1,Vertical,false,Y_down
Austrian,tree,n0,Vertical,true,Y_down
Austrian,vomit,y4,Head,false,Y_down
Austrian,warm,y4,Head,false,Y_down
Austrian,water,y1,Lateral,false,X_left
Austrian,wet,y4,Hand,false,UNDEF
Austrian,what,y4,Horizontal,true,X_left
Austrian,when,n1,Vertical,false,UNDEF
Austrian,where,y4,Horizontal,true,X_left
Austrian,white,y0,Hand,false,Y_down
Austrian,who,n2,Head,false,Z_back
Austrian,wide,y4,Lateral,true,X_right
Austrian,wife,y4,Lateral,true,X_left
Austrian,wind,n2,Vertical,false,Z_back
Austrian,with,y4,Lateral,false,X_left
Austrian,woman,y1,Head,false,UNDEF
Austrian,wood,y4,Hand,false,UNDEF
Austrian,work,n0,Hand,false,Y_down
Austrian,worm,n1,Horizontal,false,X_left
Austrian,year,y1,Horizontal,true,Y_down
Austrian,yellow,y1,Lateral,false,UNDEF
Estonian,all,y4,Horizontal,false,X_left
Estonian,animal,y1,Head,false,X_left
Estonian,bad,n1,Vertical,false,UNDEF
Estonian,because,n2,Hand,false,Y_up
Estonian,bird,y4,Vertical,true,UNDEF
Estonian,black,n1,Head,false,Y_up
Estonian,blood,y4,Head,false,Y_down
Estonian,boring,y0,Head,false,UNDEF
Estonian,brother,y0,Head,false,Z_back
Estonian,bug,n4,Hand,false,Y_down
Estonian,cat,n4,Head,true,X_left
Estonian,child,y4,Horizontal,false,Y_down
Estonian,correct,n1,Lateral,true,X_left
Estonian,count,n1,Vertical,false,Z_front
Estonian,dance,n1,Lateral,true,UNDEF
Estonian,day,y4,Vertical,true,X_left
Estonian,die,n2,Horizontal,false,UNDEF
Estonian,dirty,n1,Head,false,Z_back
Estonian,dog,n4,Hand,false,X_right
Estonian,dry,n0,Hand,false,UNDEF
Estonian,dust,n1,Hand,false,X_left
Estonian,earth,n4,Lateral,true,Y_down
Estonian,egg,n4,Lateral,true,Y_up
Estonian,father,n1,Head,false,X_left
Estonian,feather,y1,Hand,false,Y_up
Estonian,fire,n2,Lateral,true,Y_up
Estonian,fish,y4,Horizontal,true,UNDEF
Estonian,flower,n0,Hand,false,UNDEF
Estonian,full,y4,Hand,false,Z_front
Estonian,good,y4,Lateral,true,X_left
Estonian,grass,n4,Lateral,true,Y_up
Estonian,grease,y4,Hand,false,Z_back
Estonian,green,y4,Head,true,X_right
Estonian,heavy,n0,Horizontal,true,Y_down
Estonian,how,n4,Horizontal,true,Y_down
Estonian,husband,y1,Hand,false,UNDEF
Estonian,ice,n4,Vertical,true,Z_front
Estonian,if,y4,Horizontal,true,UNDEF
Estonian,kill,n0,Hand,false,Y_down
Estonian,laugh,n2,Head,false,Z_back
Estonian,leaf,y1,Hand,false,X_right
Estonian,lie,y1,Head,false,UNDEF
Estonian,live,n4,Hand,false,Y_up
Estonian,long,y4,Horizontal,false,UNDEF
Estonian,look_for,n2,Vertical,true,Y_down
Estonian,man,y1,Head,false,X_right
Estonian,meat,n1,Hand,false,Z_back
Estonian,moon,y1,Vertical,false,Y_down
Estonian,mother,y4,Head,false,Y_down
Estonian,mountain,y4,Horizontal,false,Y_down
Estonian,name,n1,Head,false,Z_front
Estonian,narrow,y0,Lateral,true,X_left
Estonian,new,n4,Hand,false,Y_up
Estonian,night,y4,Lateral,true,Y_down
Estonian,not,n4,Horizontal,false,X_left
Estonian,old,y0,Head,false,Y_down
Estonian,other,n1,Hand,false,Y_down
Estonian,person,y1,Horizontal,false,Y_down
Estonian,pig,n1,Head,false,X_left
Estonian,play,n4,Head,true,UNDEF
Estonian,rain,y4,Horizontal,true,UNDEF
Estonian,red,y0,Head,false,Z_front
Estonian,river,y1,Horizontal,false,X_left
Estonian,salt,n4,Head,false,Y_down
Estonian,sea,y4,Horizontal,true,Z_front
Estonian,sharp,y1,Lateral,true,X_left
Estonian,short,n1,Lateral,true,X_left
Estonian,singing,n1,Lateral,true,UNDEF
Estonian,sister,n4,Head,false,Z_back
Estonian,sit,n2,Hand,false,UNDEF
Estonian,smooth,n4,Hand,false,Z_front
Estonian,snake,n2,Head,false,Z_front
Estonian,snow,y4,Vertical,true,Y_down
Estonian,stand,y4,Hand,false,Z_back
Estonian,star,n2,Hand,false,Z_front
Estonian,stone,y1,Head,false,UNDEF
Estonian,string,y1,Hand,false,X_right
Estonian,sun,n1,Lateral,false,X_right
Estonian,tail,n1,Vertical,false,UNDEF
Estonian,thin,y4,Vertical,false,Z_front
Estonian,tree,n4,Arm,false,Z_back
Estonian,vomit,n4,Head,true,Z_front
Estonian,warm,n4,Head,false,Z_back
Estonian,water,y4,Head,false,UNDEF
Estonian,wet,y4,Lateral,true,X_right
Estonian,what,n1,Vertical,false,UNDEF
Estonian,when,y4,Vertical,true,UNDEF
Estonian,where,y4,Horizontal,true,X_left
Estonian,white,y4,Hand,false,UNDEF
Estonian,who,n2,Vertical,false,UNDEF
Estonian,wide,y4,Lateral,true,X_right
Estonian,wife,y0,Head,false,Y_down
Estonian,wind,y4,Horizontal,false,UNDEF
Estonian,with,y4,Hand,false,Z_back
Estonian,woman,y0,Head,false,Y_down
Estonian,wood,y4,Arm,false,Z_back
Estonian,work,n0,Hand,false,Y_down
Estonian,worm,y1,Lateral,false,Z_front
Estonian,year,y0,Head,false,UNDEF
Estonian,yellow,n1,Lateral,true,Y_down
Latvian,all,y4,Lateral,false,X_left
Latvian,animal,y4,Horizontal,true,X_left
Latvian,bad,n1,Vertical,false,Z_front
Latvian,because,n1,Hand,false,UNDEF
Latvian,bird,y1,Head,false,UNDEF
Latvian,black,n1,Head,false,X_left
Latvian,blood,n1,Hand,false,Z_back
Latvian,boring,y2,Head,false,Y_down
Latvian,brother,y4,Head,false,Z_back
Latvian,bug,n4,Hand,false,X_left
Latvian,cat,n4,Head,true,X_right
Latvian,child,n2,Lateral,false,UNDEF
Latvian,correct,y1,Head,false,Y_down
Latvian,count,n1,Horizontal,true,Y_down
Latvian,dance,n2,Lateral,true,X_right
Latvian,day,y4,Horizontal,true,Y_down
Latvian,die,n2,Hand,false,Y_down
Latvian,dirty,n4,Head,false,UNDEF
Latvian,dog,y4,Hand,false,UNDEF
Latvian,dry,y0,Lateral,true,Y_down
Latvian,dust,y4,Hand,false,Z_back
Latvian,earth,y1,Hand,false,Z_front
Latvian,egg,y1,Vertical,false,Y_up
Latvian,father,n1,Head,false,X_right
Latvian,feather,y4,Hand,false,X_right
Latvian,fire,y4,Horizontal,true,Y_up
Latvian,fish,y4,Horizontal,false,X_left
Latvian,flower,y4,Head,false,UNDEF
Latvian,full,n4,Hand,false,Z_front
Latvian,good,y4,Head,false,Z_front
Latvian,grass,y4,Hand,false,Y_up
Latvian,grease,y1,Hand,false,UNDEF
Latvian,green,y0,Head,false,Y_down
Latvian,heavy,y0,Horizontal,true,Y_up
Latvian,how,n2,Vertical,false,UNDEF
Latvian,husband,y1,Hand,false,UNDEF
Latvian,ice,y4,Vertical,true,Z_front
Latvian,kill,n0,Hand,false,UNDEF
Latvian,laugh,n2,Head,false,UNDEF
Latvian,leaf,n1,Vertical,true,Y_down
Latvian,lie,n1,Head,false,Y_up
Latvian,live,y4,Torso,false,Z_back
Latvian,long,n1,Lateral,true,X_right
Latvian,look_for,n2,Vertical,true,Y_down
Latvian,man,y1,Head,false,X_right
Latvian,meat,n1,Head,false,X_right
Latvian,moon,y1,Vertical,false,Y_down
Latvian,mother,n4,Head,false,X_right
Latvian,mountain,y4,Horizontal,false,Y_down
Latvian,name,n4,Head,false,Z_back
Latvian,narrow,n4,Lateral,true,X_left
Latvian,new,y4,Hand,false,Y_up
Latvian,night,y4,Head,true,Y_down
Latvian,not,y4,Head,false,X_right
Latvian,old,n2,Head,false,Y_down
Latvian,other,y2,Horizontal,false,UNDEF
Latvian,person,y1,Horizontal,false,Y_down
Latvian,pig,y0,Head,false,Y_down
Latvian,play,y1,Horizontal,true,UNDEF
Latvian,rain,y1,Horizontal,true,UNDEF
Latvian,red,n1,Head,false,UNDEF
Latvian,river,y1,Horizontal,false,Z_front
Latvian,salt,y1,Horizontal,false,Z_back
Latvian,sea,y4,Horizontal,true,Z_front
Latvian,sharp,n2,Lateral,true,Y_down
Latvian,short,n1,Lateral,true,X_right
Latvian,singing,y4,Lateral,true,X_left
Latvian,sister,n1,Lateral,true,Z_front
Latvian,sit,y1,Horizontal,true,Y_down
Latvian,smooth,y4,Hand,false,Z_front
Latvian,snake,n2,Horizontal,false,Z_front
Latvian,snow,y4,Vertical,true,Y_down
Latvian,stand,y1,Lateral,true,X_right
Latvian,star,n0,Vertical,false,Z_front
Latvian,stone,y0,Horizontal,true,Y_down
Latvian,string,y1,Vertical,true,X_right
Latvian,sun,n1,Vertical,false,UNDEF
Latvian,tail,n1,Hand,false,UNDEF
Latvian,thin,n1,Vertical,false,Y_down
Latvian,tree,n4,Arm,false,Z_back
Latvian,vomit,n2,Head,false,Y_down
Latvian,warm,y4,Head,false,X_right
Latvian,water,y4,Head,false,UNDEF
Latvian,wet,y1,Horizontal,true,UNDEF
Latvian,what,n2,Vertical,false,UNDEF
Latvian,when,y4,Vertical,false,Y_down
Latvian,where,y4,Horizontal,true,X_right
Latvian,white,n4,Head,false,Y_down
Latvian,who,n2,Vertical,false,UNDEF
Latvian,wide,y4,Lateral,true,Y_up
Latvian,wife,y1,Hand,false,UNDEF
Latvian,wind,y4,Vertical,false,Z_back
Latvian,with,y4,Lateral,false,X_left
Latvian,woman,n4,Head,false,Z_back
Latvian,wood,n4,Arm,false,Z_back
Latvian,work,n0,Hand,false,Y_down
Latvian,worm,n1,Horizontal,false,X_left
Latvian,year,y4,Vertical,false,Y_up
Latvian,yellow,n1,Lateral,true,UNDEF
Ukrainian,all,y4,Horizontal,true,Z_back
Ukrainian,animal,n4,Torso,true,X_right
Ukrainian,bad,y1,Head,false,Y_down
Ukrainian,because,n4,Hand,false,UNDEF
Ukrainian,bird,y1,Head,false,UNDEF
Ukrainian,black,n2,Head,false,UNDEF
Ukrainian,blood,y4,Head,false,UNDEF
Ukrainian,boring,y4,Head,false,UNDEF
Ukrainian,brother,n1,Head,false,Z_back
Ukrainian,cat,y4,Hand,false,X_right
Ukrainian,child,n2,Vertical,false,UNDEF
Ukrainian,correct,y1,Vertical,true,Z_front
Ukrainian,count,y4,Lateral,true,UNDEF
Ukrainian,dance,n2,Horizontal,true,UNDEF
Ukrainian,day,y4,Horizontal,true,Y_down
Ukrainian,die,n2,Torso,false,Z_back
Ukrainian,dirty,y4,Lateral,true,X_left
Ukrainian,dog,y4,Head,false,Z_back
Ukrainian,dry,y0,Horizontal,true,X_left
Ukrainian,dust,n1,Torso,false,X_right
Ukrainian,earth,y4,Hand,false,X_right
Ukrainian,egg,y1,Head,false,Z_back
Ukrainian,father,n4,Head,false,Y_down
Ukrainian,feather,y1,Hand,false,X_right
Ukrainian,fire,n3,Horizontal,true,Y_up
Ukrainian,fish,y4,Hand,false,X_left
Ukrainian,flower,y4,Head,false,UNDEF
Ukrainian,full,y4,Hand,false,Z_front
Ukrainian,good,n4,Hand,false,Z_back
Ukrainian,grass,y4,Lateral,true,Y_up
Ukrainian,grease,y4,Hand,false,Z_back
Ukrainian,green,n1,Head,false,Z_back
Ukrainian,heavy,n0,Horizontal,true,Y_down
Ukrainian,how,n2,Vertical,true,Z_front
Ukrainian,husband,n4,Head,false,Z_back
Ukrainian,ice,n2,Vertical,false,UNDEF
Ukrainian,if,y4,Horizontal,true,Y_down
Ukrainian,kill,y0,Hand,false,Y_down
Ukrainian,laugh,n2,Head,false,UNDEF
Ukrainian,leaf,y1,Hand,false,X_right
Ukrainian,lie,n1,Vertical,true,X_right
Ukrainian,live,n4,Hand,true,X_left
Ukrainian,long,n1,Hand,false,Z_front
Ukrainian,look_for,n2,Vertical,true,Y_down
Ukrainian,man,n4,Head,false,Z_back
Ukrainian,meat,y4,Head,false,X_right
Ukrainian,moon,y0,Head,false,Y_down
Ukrainian,mother,y4,Head,false,X_left
Ukrainian,mountain,n4,Horizontal,true,Y_down
Ukrainian,name,n1,Hand,false,UNDEF
Ukrainian,narrow,n1,Lateral,true,X_left
Ukrainian,new,y4,Hand,false,Y_up
Ukrainian,night,y4,Head,false,Y_down
Ukrainian,not,y4,Vertical,false,UNDEF
Ukrainian,old,y0,Head,false,Y_down
Ukrainian,other,n1,Hand,false,UNDEF
Ukrainian,person,n1,Head,false,UNDEF
Ukrainian,pig,y4,Head,false,Z_back
Ukrainian,play,n2,Horizontal,true,Y_up
Ukrainian,rain,y1,Horizontal,true,UNDEF
Ukrainian,red,y1,Head,false,UNDEF
Ukrainian,river,n4,Head,false,Z_back
Ukrainian,salt,y4,Horizontal,false,UNDEF
Ukrainian,sea,y4,Horizontal,true,UNDEF
Ukrainian,sharp,n1,Hand,false,Y_up
Ukrainian,short,n1,Lateral,true,X_left
Ukrainian,singing,n1,Head,true,Z_back
Ukrainian,sister,n1,Head,false,Z_back
Ukrainian,sit,y1,Horizontal,true,Y_down
Ukrainian,smooth,y4,Hand,false,Z_front
Ukrainian,snake,n2,Head,false,Y_down
Ukrainian,snow,y4,Vertical,true,Y_down
Ukrainian,stand,n1,Vertical,true,X_right
Ukrainian,star,n1,Vertical,true,Y_down
Ukrainian,stone,y0,Lateral,true,UNDEF
Ukrainian,string,y1,Vertical,true,X_left
Ukrainian,sun,n0,Lateral,false,X_left
Ukrainian,tail,n1,Vertical,false,UNDEF
Ukrainian,thin,y1,Vertical,true,Z_back
Ukrainian,tree,n4,Arm,false,Z_back
Ukrainian,vomit,n3,Head,true,Y_down
Ukrainian,warm,n4,Head,false,Z_front
Ukrainian,water,n4,Head,false,UNDEF
Ukrainian,wet,y4,Horizontal,true,UNDEF
Ukrainian,what,n1,Vertical,true,UNDEF
Ukrainian,when,y4,Head,false,Y_down
Ukrainian,where,y1,Horizontal,false,UNDEF
Ukrainian,white,y1,Torso,false,Z_back
Ukrainian,who,n2,Vertical,false,UNDEF
Ukrainian,wide,y4,Lateral,true,X_right
Ukrainian,wife,y1,Hand,false,X_left
Ukrainian,wind,y4,Lateral,true,X_left
Ukrainian,with,y1,Lateral,false,X_left
Ukrainian,woman,n4,Head,false,Y_down
Ukrainian,wood,n4,Arm,false,Z_back
Ukrainian,work,y2,Hand,false,Y_down
Ukrainian,worm,n1,Horizontal,false,X_left
Ukrainian,year,y0,Lateral,true,Y_down
Ukrainian,yellow,y1,Vertical,false,Z_front
Chinese,all,n0,Hand,false,UNDEF
Chinese,animal,n0,Horizontal,true,Z_back
Chinese,bad,n1,Vertical,false,Z_front
Chinese,because,y1,Vertical,false,Z_front
Chinese,bird,y1,Head,false,UNDEF
Chinese,black,n1,Head,false,Y_down
Chinese,blood,y4,Head,false,Z_back
Chinese,boring,y1,Head,false,Z_back
Chinese,brother,n1,Head,false,Z_back
Chinese,bug,n4,Head,false,Y_down
Chinese,cat,y1,Head,true,X_right
Chinese,child,n4,Horizontal,false,X_right
Chinese,correct,n4,Vertical,false,UNDEF
Chinese,count,n4,Lateral,true,X_left
