swadesh.language,swadesh.english,HScollapsed,poabodypartmerge,swadesh.twohands,swadesh.pmv
Japanese,moon,y1,Vertical,false,Y_down
Japanese,mother,n2,Head,false,Y_down
Japanese,mountain,y4,Horizontal,true,Y_up
Japanese,name,y0,Hand,false,X_left
Japanese,new,y4,Vertical,true,Z_front
Japanese,night,y4,Vertical,true,Y_down
Japanese,not,n4,Vertical,true,Z_front
Japanese,old,n1,Head,false,Y_down
Japanese,other,n4,Hand,false,Z_front
Japanese,person,n1,Vertical,false,Y_down
Japanese,pig,n2,Head,false,Z_back
Japanese,play,n0,Horizontal,true,Y_down
Japanese,rain,y4,Horizontal,true,Y_down
Japanese,red,n1,Head,false,X_right
Japanese,river,n3,Vertical,false,X_left
Japanese,salt,n1,Head,false,Z_back
Japanese,sea,n1,Head,false,Z_back
Japanese,short,y1,Lateral,true,X_left
Japanese,singing,n2,Vertical,true,X_right
Japanese,sister,n1,Vertical,false,Y_down
Japanese,sit,n2,Hand,false,Y_down
Japanese,smooth,n4,Head,false,Y_down
Japanese,snake,y0,Horizontal,false,Z_front
Japanese,snow,y1,Vertical,true,Y_down
Japanese,thin,y4,Lateral,true,Y_down
Japanese,tree,y1,Lateral,true,Y_up
Japanese,vomit,y4,Head,false,Z_front
Japanese,warm,y4,Torso,true,Y_up
Japanese,what,n1,Vertical,false,X_left
Japanese,when,y4,Vertical,true,UNDEF
Japanese,where,n1,Vertical,false,UNDEF
Japanese,white,y1,Head,false,UNDEF
Japanese,who,n4,Head,false,UNDEF
Japanese,wife,n1,Vertical,false,Z_front
Japanese,wind,y4,Vertical,true,Y_down
Japanese,with,n1,Lateral,true,X_left
Japanese,woman,n1,Lateral,true,Z_back
Japanese,work,n4,Lateral,true,X_left
Japanese,worm,n1,Horizontal,false,X_right
Japanese,year,n1,Hand,false,Z_back
Japanese,yellow,y1,Head,false,UNDEF
German,all,y4,Lateral,true,Y_down
German,animal,y4,Horizontal,true,Y_down
German,bad,y4,Vertical,false,UNDEF
German,because,n1,Vertical,false,UNDEF
German,bird,y4,Vertical,true,UNDEF
German,black,y4,Head,false,X_left
German,blood,y4,Hand,false,Y_down
German,brother,n1,Lateral,true,X_left
German,bug,n4,Horizontal,false,Z_front
German,cat,y1,Head,false,X_right
German,child,y4,Horizontal,false,Y_down
German,correct,n2,Horizontal,true,Y_down
German,count,n1,Hand,false,Y_down
German,dance,y1,Horizontal,true,Y_down
German,day,y4,Hand,false,Z_front
German,die,y4,Horizontal,false,UNDEF
German,dirty,y0,Head,false,X_left
German,dog,y4,Torso,true,UNDEF
German,dry,y4,Lateral,true,X_right
German,dust,y4,Vertical,true,Y_down
German,earth,y4,Lateral,true,Z_front
German,egg,y1,Horizontal,false,UNDEF
German,father,n2,Head,false,Y_up
German,feather,y1,Hand,false,X_right
German,fire,y4,Horizontal,false,Y_up
German,fish,y4,Horizontal,false,Z_front
German,flower,y4,Hand,false,Y_up
German,full,n4,Hand,false,Y_up
German,good,y1,Vertical,true,Z_front
German,grass,n1,Horizontal,true,Y_up
German,grease,y4,Horizontal,true,Z_front
German,green,n1,Horizontal,false,Y_up
German,heavy,n0,Horizontal,true,Y_up
German,how,y1,Lateral,true,X_right
German,husband,n1,Hand,false,X_left
German,ice,n0,Head,false,UNDEF
German,if,n1,Head,false,X_left
German,kill,y1,Vertical,false,Z_front
German,laugh,y1,Head,false,UNDEF
German,leaf,y1,Hand,false,Z_front
German,lie,n1,Head,false,UNDEF
German,live,y0,Vertical,true,UNDEF
German,long,y4,Hand,false,Z_front
German,look_for,n2,Head,false,Y_down
German,man,y4,Head,false,X_right
German,meat,y4,Horizontal,true,Z_front
German,moon,y1,Vertical,false,Y_down
German,mother,n1,Head,false,Z_front
German,mountain,y4,Horizontal,false,X_right
German,name,n1,Head,false,UNDEF
German,narrow,y4,Lateral,true,Z_front
German,new,y4,Horizontal,false,Y_up
German,night,y4,Vertical,true,X_left
German,not,n1,Vertical,true,X_right
German,old,y1,Head,false,Y_down
German,other,n1,Lateral,true,X_right
German,person,y1,Horizontal,false,Y_down
German,pig,y4,Head,false,Z_front
German,play,y1,Lateral,true,Y_down
German,rain,y4,Horizontal,true,Y_down
German,red,n1,Head,false,UNDEF
German,river,y4,Horizontal,true,Z_front
German,salt,y1,Horizontal,false,UNDEF
German,sea,y4,Horizontal,false,X_right
German,sharp,y4,Hand,false,Y_down
German,short,y4,Lateral,true,X_left
German,singing,n1,Vertical,true,X_right
German,sister,n1,Lateral,true,X_left
German,sit,n2,Lateral,true,Y_down
German,smooth,y4,Hand,false,Z_front
German,snake,y4,Horizontal,false,Z_front
German,snow,y4,Lateral,true,X_left
German,stand,n2,Hand,false,Y_down
German,star,n1,Vertical,true,X_right
German,stone,y4,Horizontal,false,X_left
German,string,y1,Hand,false,X_right
German,sun,y4,Head,false,Z_back
German,tail,y4,Hand,false,Y_up
German,thin,y4,Lateral,true,Y_down
German,tree,y4,Hand,false,X_left
German,vomit,y4,Head,false,Y_down
German,warm,y4,Head,false,X_right
German,water,y4,Head,false,Z_back
German,wet,y4,Vertical,true,UNDEF
German,what,y4,Horizontal,true,X_left
German,when,y4,Vertical,false,UNDEF
German,where,y4,Horizontal,true,Y_down
German,white,n1,Head,false,X_left
German,who,n2,Vertical,false,X_left
German,wide,n1,Vertical,false,Z_front
German,wife,n1,Hand,false,X_left
German,wind,y0,Lateral,true,X_left
German,with,y4,Lateral,false,X_left
German,woman,y1,Head,false,Z_back
German,wood,n2,Hand,false,Y_down
German,work,n0,Hand,false,Y_down
German,worm,n1,Vertical,false,Z_front
German,year,y1,Vertical,false,Y_up
German,yellow,y1,Lateral,false,UNDEF
French,all,n1,Lateral,true,X_right
French,animal,y4,Head,false,Y_down
French,bad,n2,Hand,false,X_left
French,because,y4,Hand,false,Y_down
French,bird,y1,Head,false,UNDEF
French,black,n2,Head,false,X_right
French,blood,n1,Head,false,Y_down
French,boring,y4,Head,false,UNDEF
French,brother,y1,Lateral,false,X_left
French,bug,y1,Lateral,true,X_left
French,cat,y2,Head,true,X_right
French,child,y4,Horizontal,false,Y_down
French,correct,n1,Hand,false,Y_down
French,count,n1,Vertical,true,Y_down
French,dance,n2,Hand,false,UNDEF
French,day,n1,Head,false,Z_front
French,die,n2,Hand,false,UNDEF
French,dirty,y4,Head,false,Y_down
French,dog,y4,Torso,false,UNDEF
French,dry,n0,Vertical,false,UNDEF
French,dust,y4,Horizontal,true,X_right
French,earth,y1,Hand,false,UNDEF
French,egg,n2,Hand,false,UNDEF
French,father,y1,Head,false,UNDEF
French,feather,y1,Hand,false,X_right
French,fire,y4,Horizontal,true,Y_up
French,fish,n4,Horizontal,false,Z_front
French,flower,y4,Head,false,UNDEF
French,full,y4,Hand,false,X_left
French,good,y4,Head,false,Z_front
French,grease,y4,Hand,false,Z_front
French,green,n2,Vertical,false,Z_front
French,heavy,y4,Horizontal,true,Y_down
French,how,y4,Lateral,true,UNDEF
French,husband,y1,Hand,false,X_left
French,ice,y4,Head,false,Y_down
French,if,n1,Head,false,Z_back
French,kill,n1,Hand,false,UNDEF
French,laugh,y1,Head,true,X_left
French,leaf,y1,Hand,false,Z_front
French,lie,n1,Head,false,X_left
French,live,n2,Hand,true,UNDEF
French,long,y4,Arm,false,Y_down
French,man,y1,Head,false,X_right
French,meat,y1,Horizontal,true,Z_front
French,moon,y1,Head,true,Z_back
French,mother,n4,Hand,false,Y_up
French,mountain,n4,Horizontal,true,Y_up
French,name,n2,Hand,false,UNDEF
French,narrow,y4,Lateral,true,X_left
French,new,y4,Hand,false,Y_up
French,night,y4,Vertical,true,Y_down
French,not,n1,Vertical,false,X_right
French,old,n0,Head,false,Z_back
French,other,y4,Head,false,UNDEF
French,person,y1,Horizontal,false,Y_down
French,pig,y4,Head,false,Z_back
French,play,y4,Lateral,true,X_left
French,rain,y4,Horizontal,true,UNDEF
French,red,n1,Head,false,UNDEF
French,river,n2,Horizontal,true,Z_front
French,salt,y1,Horizontal,false,UNDEF
French,sea,y4,Horizontal,true,Z_front
French,sharp,n1,Lateral,true,Y_up
French,short,n1,Lateral,true,X_left
French,sister,n0,Lateral,true,X_left
French,sit,y1,Horizontal,true,Y_down
French,smooth,y4,Lateral,true,UNDEF
French,snake,n2,Head,false,Z_front
French,snow,y4,Horizontal,true,Y_down
French,star,n2,Vertical,true,Y_down
French,stone,y0,Head,false,UNDEF
French,string,y4,Hand,false,X_right
French,sun,y4,Head,false,UNDEF
French,tail,n1,Horizontal,false,UNDEF
French,thin,n1,Head,false,Y_down
French,tree,y4,Hand,false,UNDEF
French,vomit,y4,Head,false,Y_down
French,warm,y4,Head,false,UNDEF
French,water,n1,Lateral,false,UNDEF
French,wet,y4,Horizontal,true,UNDEF
French,what,y4,Horizontal,true,X_left
French,when,n1,Hand,false,X_left
French,where,y4,Horizontal,false,X_left
French,white,y4,Hand,false,Z_front
French,who,n1,Vertical,false,X_left
French,wide,y4,Lateral,true,X_right
French,wind,n2,Lateral,true,X_left
French,with,y0,Lateral,true,X_left
French,woman,n1,Head,false,Y_down
French,wood,n4,Hand,false,Z_front
French,work,n0,Hand,false,Y_down
French,worm,n1,Hand,false,X_left
French,year,y0,Hand,false,Y_down
French,yellow,y1,Head,false,Z_back
Turkish,all,y4,Horizontal,false,X_right
Turkish,animal,y4,Head,true,X_right
Turkish,bad,n1,Vertical,false,Z_front
Turkish,because,n1,Head,false,UNDEF
Turkish,bird,y4,Horizontal,true,UNDEF
Turkish,black,y4,Head,false,Y_down
Turkish,blood,y0,Head,false,Z_back
Turkish,boring,y0,Torso,false,Z_back
Turkish,brother,y1,Head,false,X_right
Turkish,cat,y4,Hand,false,Z_back
Turkish,child,y4,Horizontal,false,X_right
Turkish,correct,n4,Hand,false,Z_front
Turkish,count,y4,Hand,false,Y_down
Turkish,dance,y4,Lateral,true,Y_down
Turkish,die,n2,Horizontal,false,UNDEF
Turkish,dirty,n1,Vertical,false,Z_front
Turkish,dog,y4,Hand,false,UNDEF
Turkish,dry,y4,Hand,false,Y_down
Turkish,dust,y4,Horizontal,true,X_right
Turkish,earth,n2,Lateral,true,Z_front
Turkish,egg,y4,Lateral,true,X_left
Turkish,father,y0,Head,false,Z_back
Turkish,feather,y1,Arm,false,Y_up
Turkish,fire,n4,Head,false,Y_down
Turkish,fish,n2,Hand,false,UNDEF
Turkish,flower,y4,Head,false,Z_front
Turkish,full,n4,Hand,false,Y_up
Turkish,good,y4,Vertical,false,Z_front
Turkish,grass,y4,Horizontal,true,Y_up
Turkish,grease,y4,Hand,false,Y_down
Turkish,green,y0,Hand,false,Z_back
Turkish,heavy,y4,Horizontal,true,Y_down
Turkish,how,y4,Hand,false,Y_down
Turkish,husband,y0,Hand,false,X_left
Turkish,ice,n0,Lateral,true,UNDEF
Turkish,if,y4,Horizontal,true,UNDEF
Turkish,kill,n2,Horizontal,false,UNDEF
Turkish,laugh,n2,Head,false,X_left
Turkish,leaf,n0,Hand,false,Z_back
Turkish,lie,n4,Head,false,Y_down
Turkish,live,n4,Hand,false,Y_up
Turkish,long,y0,Vertical,true,Z_front
Turkish,man,y0,Head,false,Z_back
Turkish,meat,n4,Hand,false,X_right
Turkish,moon,y1,Lateral,false,X_left
Turkish,mother,y1,Vertical,false,Z_front
Turkish,mountain,y4,Hand,false,Y_up
Turkish,name,y1,Hand,false,X_left
Turkish,narrow,y4,Lateral,true,X_left
Turkish,night,y4,Vertical,true,X_left
Turkish,not,n4,Horizontal,true,Y_up
Turkish,old,y4,Head,false,UNDEF
Turkish,other,y4,Horizontal,false,UNDEF
Turkish,pig,y4,Head,false,Y_down
Turkish,play,n0,Hand,false,Y_down
Turkish,rain,y4,Horizontal,true,Y_down
Turkish,red,n1,Head,false,Z_back
Turkish,river,y0,Head,false,Z_back
Turkish,salt,y2,Horizontal,false,Z_back
Turkish,sea,y4,Horizontal,false,X_right
Turkish,sharp,n1,Hand,false,X_left
Turkish,short,y1,Vertical,false,Y_down
Turkish,singing,n2,Head,false,X_left
Turkish,sister,n2,Head,false,Z_back
Turkish,sit,y2,Horizontal,true,UNDEF
Turkish,smooth,y4,Hand,false,Z_front
Turkish,snake,n1,Horizontal,false,Z_front
Turkish,snow,n4,Horizontal,true,Y_down
Turkish,stand,y4,Vertical,true,Z_front
Turkish,star,n2,Vertical,true,Y_up
Turkish,stone,n0,Hand,false,Y_down
Turkish,string,y1,Lateral,true,X_right
Turkish,sun,y1,Head,false,X_right
Turkish,tail,n4,Torso,false,UNDEF
Turkish,thin,y2,Head,false,Z_back
Turkish,vomit,y4,Vertical,false,Z_front
Turkish,warm,y1,Head,false,X_right
Turkish,water,y0,Head,false,Z_back
Turkish,wet,y0,Head,false,Z_back
Turkish,what,y4,Horizontal,true,Y_up
Turkish,when,y4,Horizontal,true,Y_down
Turkish,where,y1,Lateral,true,X_left
Turkish,white,y1,Head,false,UNDEF
Turkish,who,n2,Head,false,Z_back
Turkish,wide,y1,Horizontal,true,Y_down
Turkish,wife,n2,Head,false,Z_back
Turkish,wind,y4,Lateral,true,X_left
Turkish,with,y0,Lateral,true,X_left
Turkish,woman,n2,Head,false,Z_back
Turkish,wood,y1,Hand,false,Y_down
Turkish,work,y1,Horizontal,true,Y_down
Turkish,worm,n1,Horizontal,true,Z_front
Turkish,year,n1,Head,false,Z_back
Turkish,yellow,n1,Head,false,Z_back
Russian,all,y4,Vertical,false,X_left
Russian,animal,n4,Hand,true,UNDEF
Russian,bad,n1,Vertical,false,Z_front
Russian,because,n1,Horizontal,false,UNDEF
Russian,bird,y1,Head,false,UNDEF
Russian,black,y4,Head,false,Z_back
Russian,blood,n1,Head,false,Z_back
Russian,boring,y2,Head,false,UNDEF
Russian,brother,n1,Head,false,Z_back
Russian,bug,n4,Arm,false,X_left
Russian,cat,y1,Head,false,Z_back
Russian,child,n2,Vertical,false,UNDEF
Russian,correct,y1,Horizontal,true,Y_down
Russian,count,y4,Lateral,true,Y_down
Russian,dance,n2,Vertical,true,UNDEF
Russian,day,y4,Horizontal,true,Y_down
Russian,die,n2,Hand,false,UNDEF
Russian,dirty,y4,Horizontal,true,Y_down
Russian,dog,y4,Head,false,UNDEF
Russian,dry,y0,Hand,false,Y_down
Russian,dust,y1,Hand,false,Z_front
Russian,earth,y4,Hand,false,UNDEF
Russian,egg,y1,Head,false,UNDEF
Russian,father,n4,Head,false,Y_down
Russian,feather,y1,Hand,false,X_right
Russian,fire,n3,Horizontal,true,X_left
Russian,fish,y4,Head,false,UNDEF
Russian,flower,y4,Head,false,UNDEF
Russian,full,y4,Hand,false,Z_front
Russian,good,y4,Head,false,Z_back
Russian,grass,y4,Lateral,true,Y_up
Russian,green,n1,Head,false,Z_back
Russian,heavy,y4,Hand,false,X_right
Russian,husband,y1,Hand,false,X_left
Russian,ice,n2,Vertical,false,UNDEF
Russian,if,y4,Horizontal,true,Y_down
Russian,kill,n0,Hand,false,X_left
Russian,laugh,n2,Head,false,Z_back
Russian,leaf,y1,Hand,false,Y_down
Russian,lie,n2,Hand,false,X_left
Russian,live,n4,Hand,false,Z_back
Russian,long,n1,Lateral,true,X_right
Russian,look_for,n2,Vertical,true,Y_down
Russian,man,n0,Head,false,Y_down
Russian,meat,y4,Head,false,X_left
Russian,moon,y1,Vertical,false,Y_down
Russian,mother,n4,Head,false,X_right
Russian,mountain,n4,Horizontal,false,Y_down
Russian,name,n1,Hand,false,Y_up
Russian,narrow,y4,Lateral,true,X_left
Russian,new,y4,Hand,false,Y_up
Russian,night,y4,Vertical,true,Y_down
Russian,not,y4,Head,false,X_right
Russian,old,y0,Head,false,Y_down
Russian,other,n1,Lateral,true,UNDEF
Russian,person,y1,Horizontal,false,Y_down
Russian,pig,y4,Head,false,Z_back
Russian,play,y4,Horizontal,true,Y_up
Russian,rain,y4,Horizontal,true,UNDEF
Russian,red,n1,Head,false,UNDEF
Russian,river,y1,Horizontal,false,Z_front
Russian,salt,y4,Head,false,UNDEF
Russian,sea,y4,Horizontal,true,Z_front
Russian,sharp,y0,Hand,false,X_right
Russian,short,n1,Lateral,true,X_left
Russian,singing,y4,Horizontal,true,Y_down
Russian,sister,n1,Head,false,Y_down
Russian,sit,y1,Horizontal,true,Y_down
Russian,smooth,n4,Hand,false,Z_front
Russian,snake,n1,Vertical,false,UNDEF
Russian,snow,y4,Vertical,true,Y_down
Russian,stand,y0,Vertical,true,Y_down
Russian,star,n2,Lateral,true,X_right
Russian,stone,y0,Horizontal,true,Z_back
Russian,string,n1,Lateral,true,X_right
Russian,sun,y4,Lateral,false,X_left
Russian,tail,n1,Hand,false,UNDEF
Russian,thin,n1,Vertical,false,Y_down
Russian,tree,y4,Hand,false,UNDEF
Russian,vomit,n0,Torso,false,Y_up
Russian,warm,y4,Head,false,Z_back
Russian,water,n4,Head,false,UNDEF
Russian,wet,y4,Horizontal,true,UNDEF
Russian,what,n1,Vertical,false,UNDEF
Russian,when,y2,Head,false,UNDEF
Russian,where,y1,Vertical,false,UNDEF
Russian,white,y1,Hand,false,UNDEF
Russian,who,n2,Vertical,false,UNDEF
Russian,wide,y4,Lateral,true,X_right
Russian,wife,y1,Hand,false,X_left
Russian,wind,y4,Lateral,true,X_left
Russian,with,y1,Hand,false,X_left
Russian,woman,n4,Head,false,Z_back
Russian,wood,n4,Arm,false,Z_back
Russian,work,n2,Torso,false,UNDEF
Russian,worm,n1,Horizontal,false,X_left
Russian,year,y0,Head,false,Y_down
Russian,yellow,y1,Vertical,true,UNDEF
AmericanEnglish,all,y4,Hand,false,UNDEF
AmericanEnglish,animal,n4,Hand,true,UNDEF
AmericanEnglish,bad,y4,Head,false,Y_down
AmericanEnglish,because,n1,Head,false,X_right
AmericanEnglish,bird,y1,Head,false,UNDEF
AmericanEnglish,black,n1,Head,false,UNDEF
AmericanEnglish,blood,n1,Hand,false,Z_back
AmericanEnglish,boring,n1,Head,false,Z_front
AmericanEnglish,brother,y1,Head,false,Y_down
AmericanEnglish,bug,y2,Head,false,UNDEF
AmericanEnglish,cat,y1,Head,false,X_right
AmericanEnglish,child,n4,Horizontal,false,Y_down
AmericanEnglish,correct,n1,Hand,false,Y_down
AmericanEnglish,count,y1,Hand,false,Y_up
AmericanEnglish,dance,n2,Hand,false,UNDEF
AmericanEnglish,day,n1,Hand,false,Y_down
AmericanEnglish,die,y4,Horizontal,true,UNDEF
AmericanEnglish,dirty,n4,Head,false,UNDEF
AmericanEnglish,dog,y4,Hand,false,Z_back
AmericanEnglish,dry,n1,Head,false,X_right
AmericanEnglish,earth,y1,Arm,false,X_left
AmericanEnglish,egg,n2,Horizontal,true,UNDEF
AmericanEnglish,father,y4,Head,false,Z_back
AmericanEnglish,feather,y1,Hand,false,Y_up
AmericanEnglish,fire,y4,Vertical,true,Y_up
AmericanEnglish,fish,y4,Horizontal,false,Z_front
AmericanEnglish,flower,y4,Head,false,X_left
AmericanEnglish,full,y4,Hand,false,X_left
AmericanEnglish,good,y4,Head,false,Y_down
AmericanEnglish,grass,y4,Head,false,Y_up
AmericanEnglish,grease,y4,Horizontal,true,UNDEF
AmericanEnglish,green,y1,Lateral,false,UNDEF
AmericanEnglish,heavy,y4,Horizontal,true,Y_down
AmericanEnglish,how,y0,Horizontal,true,UNDEF
AmericanEnglish,husband,n4,Head,false,Z_back
AmericanEnglish,ice,y4,Horizontal,true,Z_back
AmericanEnglish,if,n1,Head,false,Z_back
AmericanEnglish,kill,n1,Hand,false,Z_front
AmericanEnglish,laugh,y1,Head,false,UNDEF
AmericanEnglish,leaf,y4,Hand,false,UNDEF
AmericanEnglish,lie,y4,Head,false,X_left
AmericanEnglish,live,y0,Torso,true,Y_up
AmericanEnglish,look_for,y4,Head,false,X_left
AmericanEnglish,man,y4,Head,false,Y_down
AmericanEnglish,meat,y1,Horizontal,true,Z_front
AmericanEnglish,moon,y1,Head,false,Y_up
AmericanEnglish,mother,y4,Head,false,Z_back
AmericanEnglish,mountain,y0,Hand,false,Y_down
AmericanEnglish,name,n2,Hand,false,Y_down
AmericanEnglish,narrow,n4,Lateral,true,Z_front
AmericanEnglish,new,y4,Hand,false,Y_down
AmericanEnglish,night,n4,Arm,false,Y_down
AmericanEnglish,not,y0,Head,false,Y_down
AmericanEnglish,old,y4,Head,false,Y_down
AmericanEnglish,other,y0,Horizontal,false,X_right
AmericanEnglish,person,n2,Horizontal,true,Y_down
AmericanEnglish,pig,y4,Head,false,UNDEF
AmericanEnglish,play,y1,Lateral,true,UNDEF
AmericanEnglish,rain,y4,Horizontal,true,UNDEF
AmericanEnglish,red,n1,Head,false,UNDEF
AmericanEnglish,river,n3,Head,false,Z_back
AmericanEnglish,salt,n2,Hand,false,UNDEF
AmericanEnglish,sea,y4,Horizontal,true,Z_front
AmericanEnglish,sharp,y1,Hand,false,UNDEF
AmericanEnglish,short,n2,Hand,false,UNDEF
AmericanEnglish,singing,y4,Arm,false,UNDEF
AmericanEnglish,sister,y1,Hand,false,Y_down
AmericanEnglish,sit,n2,Hand,false,Y_down
AmericanEnglish,smooth,y4,Lateral,true,X_left
AmericanEnglish,snake,n2,Head,false,Z_front
AmericanEnglish,snow,y4,Vertical,true,Y_down
AmericanEnglish,stand,n2,Hand,false,Y_down
AmericanEnglish,star,n1,Vertical,true,Y_up
AmericanEnglish,stone,y0,Hand,false,Y_down
AmericanEnglish,string,n1,Lateral,true,X_right
AmericanEnglish,sun,y4,Vertical,false,UNDEF
AmericanEnglish,tail,n1,Hand,false,UNDEF
AmericanEnglish,thin,n1,Hand,false,Y_down
AmericanEnglish,vomit,y4,Head,true,Y_down
AmericanEnglish,warm,n4,Head,false,Z_front
AmericanEnglish,water,n3,Head,false,Z_back
AmericanEnglish,wet,y4,Head,false,Z_back
AmericanEnglish,what,y4,Horizontal,true,X_left
AmericanEnglish,when,n1,Hand,false,UNDEF
AmericanEnglish,where,n1,Vertical,false,X_left
AmericanEnglish,white,y4,Torso,false,Z_front
AmericanEnglish,who,y1,Head,false,UNDEF
AmericanEnglish,wide,y4,Lateral,true,X_right
AmericanEnglish,wife,n4,Hand,false,Y_down
AmericanEnglish,wind,y4,Lateral,true,X_left
AmericanEnglish,with,y0,Lateral,true,X_left
AmericanEnglish,woman,y4,Head,false,Y_down
AmericanEnglish,wood,n4,Hand,false,Z_front
AmericanEnglish,work,n0,Hand,false,Y_down
AmericanEnglish,worm,n1,Hand,false,Z_front
AmericanEnglish,year,n0,Hand,false,Y_up
AmericanEnglish,yellow,y1,Lateral,false,UNDEF
Brazilian,animal,y4,Head,false,Z_front
Brazilian,bird,y1,Head,false,UNDEF
Brazilian,black,y1,Head,false,UNDEF
Brazilian,blood,n1,Head,false,UNDEF
Brazilian,boring,y4,Hand,false,Y_down
Brazilian,brother,y4,Head,false,Y_down
Brazilian,cat,y1,Head,false,Z_back
Brazilian,child,y4,Horizontal,true,UNDEF
Brazilian,dirty,n1,Hand,false,UNDEF
Brazilian,dog,y4,Head,false,Z_back
Brazilian,dry,y4,Horizontal,false,Y_down
Brazilian,dust,y0,Lateral,true,Y_down
Brazilian,earth,y4,Horizontal,true,X_right
Brazilian,egg,y4,Lateral,true,UNDEF
Brazilian,father,y4,Head,false,Y_down
Brazilian,feather,y1,Head,false,UNDEF
Brazilian,fire,y4,Horizontal,true,Y_up
Brazilian,fish,y1,Head,false,UNDEF
Brazilian,flower,y1,Head,false,Z_front
Brazilian,good,y4,Head,false,Z_front
Brazilian,grease,y1,Hand,false,X_right
Brazilian,green,y4,Vertical,true,Y_down
Brazilian,how,y4,Horizontal,true,UNDEF
Brazilian,husband,y4,Head,false,Y_down
Brazilian,ice,y1,Head,false,Z_front
Brazilian,live,y4,Torso,false,Y_up
Brazilian,man,y4,Head,false,Y_down
Brazilian,meat,y1,Horizontal,true,Y_up
Brazilian,moon,y1,Lateral,true,Y_up
Brazilian,mother,y0,Head,false,Y_down
Brazilian,not,n1,Vertical,false,X_left
Brazilian,old,n0,Head,false,UNDEF
Brazilian,person,n2,Head,false,X_right
Brazilian,pig,y4,Head,false,UNDEF
Brazilian,play,y1,Lateral,true,Y_down
Brazilian,rain,y4,Head,false,Z_back
Brazilian,red,y4,Hand,false,X_left
Brazilian,river,y1,Head,false,UNDEF
Brazilian,sea,y1,Head,false,UNDEF
Brazilian,sister,y0,Head,false,Y_down
Brazilian,snake,n2,Head,false,UNDEF
Brazilian,snow,y4,Vertical,true,Y_down
Brazilian,star,y1,Lateral,true,Y_down
Brazilian,stone,n2,Hand,false,Y_down
Brazilian,string,n2,Lateral,true,X_right
Brazilian,sun,n0,Lateral,false,X_left
Brazilian,tail,y1,Hand,false,Y_up
Brazilian,tree,y4,Hand,false,Z_front
Brazilian,vomit,y4,Head,false,Y_down
Brazilian,water,y1,Head,false,UNDEF
Brazilian,white,n1,Head,false,UNDEF
Brazilian,wife,y4,Lateral,true,X_left
Brazilian,wind,n2,Lateral,true,X_left
Brazilian,woman,y0,Head,false,Y_down
Brazilian,wood,n4,Hand,false,UNDEF
Brazilian,work,y1,Horizontal,true,UNDEF
Brazilian,worm,y1,Torso,true,X_left
Brazilian,year,n0,Hand,false,Y_up
Brazilian,yellow,y1,Head,false,UNDEF
Italian,all,y4,Lateral,false,X_left
Italian,animal,y4,Horizontal,true,Y_down
Italian,bad,n2,Head,false,Y_down
Italian,because,y1,Horizontal,false,UNDEF
Italian,bird,y1,Head,false,UNDEF
Italian,black,n2,Head,false,X_left
Italian,blood,y1,Head,false,Y_down
Italian,boring,n4,Head,false,Y_down
Italian,brother,n2,Lateral,true,X_right
Italian,bug,y4,Vertical,true,Z_front
Italian,cat,y4,Hand,false,Z_front
Italian,child,n1,Head,false,Z_back
Italian,count,y0,Horizontal,false,UNDEF
Italian,dance,y4,Torso,true,X_right
Italian,day,n1,Hand,false,Z_front
Italian,die,n2,Vertical,false,Z_front
Italian,dirty,y4,Horizontal,true,Y_down
Italian,dog,n4,Hand,false,UNDEF
Italian,dry,y4,Horizontal,true,Z_back
Italian,dust,y4,Lateral,true,UNDEF
Italian,earth,y4,Horizontal,true,X_left
Italian,egg,y4,Lateral,true,X_right
Italian,father,y1,Head,false,X_left
Italian,fire,y4,Horizontal,true,Y_up
Italian,fish,y2,Horizontal,false,X_right
Italian,flower,y1,Head,false,UNDEF
Italian,full,y4,Hand,false,X_left
Italian,good,y4,Head,false,Y_down
Italian,grass,n4,Vertical,true,Z_front
Italian,green,y4,Hand,false,UNDEF
Italian,heavy,y4,Horizontal,true,Y_down
Italian,how,y4,Horizontal,true,X_right
Italian,husband,y1,Horizontal,false,Y_down
Italian,ice,y4,Vertical,true,X_left
Italian,if,y1,Head,false,Z_back
Italian,kill,n1,Vertical,true,Z_front
Italian,laugh,n4,Head,true,X_right
Italian,leaf,y1,Hand,false,X_right
Italian,lie,n1,Head,false,Z_back
Italian,live,n2,Hand,true,Y_down
Italian,long,n1,Lateral,true,X_left
Italian,look_for,n2,Vertical,true,Y_down
Italian,man,n4,Head,false,Z_back
Italian,meat,n2,Head,false,Z_back
Italian,moon,y1,Head,false,Z_back
Italian,mother,y1,Horizontal,false,Y_down
Italian,mountain,y4,Vertical,false,Y_up
Italian,name,n2,Head,false,X_left
Italian,narrow,y4,Hand,false,Z_front
Italian,new,n4,Hand,false,Y_up
Italian,night,y4,Vertical,true,Y_down
Italian,not,y4,Vertical,false,UNDEF
Italian,other,y4,Vertical,false,Y_down
Italian,person,y1,Horizontal,false,Y_down
Italian,pig,n1,Hand,false,Z_back
Italian,play,y4,Horizontal,true,Y_down
Italian,rain,y4,Horizontal,true,UNDEF
Italian,red,n1,Head,false,Z_front
Italian,river,n4,Horizontal,true,Z_front
Italian,salt,y1,Horizontal,false,Z_back
Italian,sea,y4,Horizontal,true,Z_front
Italian,short,n1,Lateral,true,X_right
Italian,singing,n0,Head,false,Y_down
